name,address,website,phone_number,reviews_count,reviews_average,store_shopping,in_store_pickup,store_delivery,place_type,opens_at,introduction
"OFFICE OF THE JOINT COMMISSIONER,STATE TAX (GST), CHENNAI NORTH DIVISION.","32, Elephant Gate St, Periamet, Vepery, George Town, Chennai, Tamil Nadu 600003",,,10,4.6,No,No,No,Government office, Opens 10am Mon,None Found
GST Chennai South Preventive,"692, Anna Salai, MHU Complex, Nandanam, Chennai, Tamil Nadu 600015",,,,,No,No,No,Government office, Opens 9am Sat,None Found
GST Bhawan Canteen,"110, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034",,,132,4.3,No,No,No,Cafeteria, Opens 9:30am Mon,None Found
"Integrated Commercial Taxes building, Nandanam","537, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",ctd.tn.gov.in,,23,4.5,No,No,No,Government office, Opens 10am Mon,None Found
mylapore assesment circle (state gst),"26FJ+GV8 Integrated building for Offices of the Commercial taxes and Registration Department, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office,,None Found
"Integrated for Commercial Taxes, State Tax, (GST), Chennai (North) Division","32, Elephant Gate St, Periamet, Railway Colony, Chennai, Tamil Nadu 600003",ctd.tn.gov.in,,3,3.7,No,No,No,Government office, Opens 10am Mon,None Found
GST Manager,"Office suite 5, D Space, 45, Montieth Road, Ceebros Centre, 3rd Floor, Egmore, Chennai, Tamil Nadu 600008",gstmanager.com,,9,5.0,No,No,No,Tax consultant, Opens 9:30am Mon,None Found
Gst Seva Kendra,"Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,28,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
Gst Nilayam,"692, MHU Complex, Behind Periyar Building, Nandanam, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office, Opens 9am Mon,None Found
GST registration,"Bai kadai, 1/168 Venkateswara nagar,kolapakkam, Porur, Chennai, Tamil Nadu 600122",qualitytaxservice.co.in,081224 20986,66,4.6,No,No,No,Registration office, Opens 10am Sat,None Found
GST office,"363X+6PW, Tirumurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600006",,,2,4.5,No,No,No,Government office,,None Found
Office of Commissioner of GST and Central Excise Chennai Outer,"2054-1, 2nd Ave, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,1800 180 1961,21,4.7,No,No,No,Central Government Office,,None Found
GST Efiling & Consultancy Services LLP,"No. 9/3, Raja complex, 3rd Floor, VK Iyer Road, Mandaveli, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",gstefilingca.com,096001 92192,4,5.0,No,No,No,Tax consultant, Opens 9am Sat,None Found
"CGST CHENNAI North Commissionerate,Chennai CGST Zone","26, 1, Uthamar Gandhi Rd, Tirumurthy Nagar, Thousand Lights, Chennai, Tamil Nadu 600006",,,1,5.0,No,No,No,Government office,,None Found
"CGST, Chennai South Commissionerate HeadQuarters, Chennai Zone","POOMPUGAR SHIPPING CORPORATION, Mhu Complex, 692, Anna Salai, CIT Nagar East, Nandanam, Chennai, Tamil Nadu 600035",,,2,5.0,No,No,No,Government office, Opens 9:15am Mon,None Found
GST office bio-metric,"Commercial Tax and Registrar's Office, Ground Floor, Integrated Building, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office, Opens 10am Mon,None Found
Commercial Tax Office Annex,"CT - ANNEX BUILDING, 1, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",ctd.tn.gov.in,,42,4.0,No,No,No,Government office, Opens 10am Mon,None Found
"Ananda Office Centre, Central Excise Department","459, Anna Salai, Anna Nagar, Teynampet, Chennai, Tamil Nadu 600015",,,8,4.5,No,No,No,Government office,,None Found
Commercial Tax and Registration Department,"26FJ+HW6, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,19,4.6,No,No,No,Government office, Opens 10am Mon,None Found
DGPM SRU GST CUSTOMS AND EXCISE,"Old No.617, Bharat Kumar Bhavan, 3RD FLOOR, No.418, Anna Salai, Chennai, Tamil Nadu 600006",,,,,No,No,No,Government office,,None Found
CHENNAI GST AND LEGAL CONSULTANCY PRIVATE LIMITED,"30/93, Greenways Rd, MRC Nagar, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",,,1,4.0,No,No,No,Lawyer, Opens 9am Sat,None Found
"CGST Thiruvottiyur Division,Royapuram Division,Chennai North CGST Commissionerate, Chennai CGST Zone","459,Anna Salai,Anna Nagar, Teynampet, Chennai, Tamil Nadu 600018",,,1,4.0,No,No,No,Government office, Opens 9am Mon,None Found
GST office,"273, Periamet, Badri Garden, Park Town, Chennai, Tamil Nadu 600003",,,,,No,No,No,Government office,,None Found
GST Support Center - Chennai,"3, Godown Street, George Town, Chennai, Tamil Nadu 600001",,,,,No,No,No,Public works department, 10pm ,None Found
Gst Office,"40, Ranga Colony Main Rd, Ranga Colony, Sembakkam, Rajakilpakkam, Chennai, Tamil Nadu 600073",,044 2227 2004,6,4.3,No,No,No,Government office,,None Found
Nandambakkam GST circle,"3667+GGF, 2nd St, Loganathan Nagar, Padmanabha Nagar, Choolaimedu, Chennai, Tamil Nadu 600094",,,4,4.5,No,No,No,Central Government Office,,None Found
Vignesh and Associates (Auditors in Chennai) GST REGISTRATION & FILING CENTRE IN CHENNAI(REGD GST PRACTITIONER),"Old No.91 New, 136, Sri Rangammal St, Washermanpet, Chennai, Tamil Nadu 600021",,085535 54339,18,4.8,No,No,No,Auditor, Opens 10am Sat,None Found
GST Central Excise Divisions Ambattur Ponneri and Gummidipoondi,"A-1, R-40, 100 Feet Road, Thillaiyadi Valliammai Nagar, Thirumangalam, Mogappair, Chennai, Tamil Nadu 600050",,,14,4.5,No,No,No,Tax department, Opens 9:30am Mon,None Found
"GST Support Center, ADAYAR,CHENNAI","42/8, 14th Ln, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020",,,,,No,No,No,Asian grocery store, Opens 9:30am Sat,None Found
"GYT ASSOCIATES (GST Filling, Income Tax Filing, Accounts, Fssai Reg. Udyam, Tax consultant)","41, Kamaraj St, near H6 R.K.Nagar, Moopanar Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,,4,5.0,No,No,No,Tax consultant,,None Found
"GYT ASSOCIATES (GST Filling, Income Tax Filing, Accounts, Fssai Reg. Udyam, Tax consultant)","41, Kamaraj St, near H6 R.K.Nagar, Moopanar Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,,4,5.0,No,No,No,Tax consultant,,None Found
GST Practitioner Tax Consultant,"2/1379 A, 5th Main Rd, K.V Nagar, Narayana Nagar, Vettuvankeni, Chennai, Tamil Nadu 600115",,,,,No,No,No,Tax preparation service,,None Found
Dr. Ajitesh Radhakrishnan I.R.S,"Large Taxpayer Unit (LTU), Department of Revenue, Ministry of Finance,, Government of India, No.1775, Jawaharlal Nehru Inner Ring Road,, Annanagar Western Extension, Chennai, Tamil Nadu 600101",,044 2615 5275,5,5.0,No,No,No,Government office, Opens 9am Sat,None Found
Central Excise Office,"26/1, Mahatma Gandhi Road, Subramaniam Colony, Nungambakkam, Chennai, Tamil Nadu 600041",,,1,4.0,No,No,No,Customs office,,None Found
"GST and Central Excise, Pallavaram Division","W5G6+29V, Kamarajapuram, Sembakkam, Chennai, Tamil Nadu 600073",,,8,4.4,No,No,No,Government office, Opens 9:15am Mon,None Found
"GST and Central Excise, Pallavaram Division","W5G6+29V, Kamarajapuram, Sembakkam, Chennai, Tamil Nadu 600073",,,8,4.4,No,No,No,Government office, Opens 9:15am Mon,None Found
GST Suvidha Kendra,"Shop No C1, 2nd Floor at No, Audiappa Naicken St, kothawal bazaar, Seven Wells South, George Town, Chennai, Tamil Nadu 600001",gstsuvidhakendra.org,0120 686 0789,5,5.0,No,No,No,Certified public accountant, Opens 10:30am Sat,None Found
Commissionarte of Central Excise Audit-1,"35RX+WCR Nehru, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,1,4.0,No,No,No,Government office,,None Found
GST OFFICE IRUNGATTUKOTTAI DIVISION,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
Tax collection office Thiruvanmiyur,"X7P5+342, South Ave, Kamaraj Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",,,,,No,No,No,Government office,,None Found
"Thirui Vi Ka Nagar Division, GST Chennai North Commissionerate","Gst Seva Kendra, Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office, Opens 9:30am Mon,None Found
Purasawalkam GST Division,"36M3+V3G, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040",,044 2614 2711,,,No,No,No,Central Government Office,,None Found
S Sankar Ganesh,"Ground Floor, 28/143, 4th Cross St, Ragavan Colony, Pari Nagar, Ashok Nagar, Chennai, Tamil Nadu 600083",,094439 07771,67,5.0,No,No,No,Tax collector's office, Opens 10am Sat,None Found
Chennai North Commissionerate - Head Quarters,"110, Nungambakkam High Rd, Sadras, Thousand Lights, Chennai, Tamil Nadu 600006",,,1,5.0,No,No,No,Government office,,None Found
SALES TAX GST CONSULTANCY,"ALFIYA CONSULTANCY 1st FLOOR,NO : 179/55, 600, Grand Northern Trunk Rd, Erukkancheri, Chennai, Tamil Nadu 600118",,098404 18770,3,5.0,No,No,No,Tax department, Opens 9am Sat,None Found
Madras Filings,"Flat No-1B, First Floor, Shreyes Sree Chandar, Old No.31, New No-5, 11th Main Rd, near Sree Venkateshwara Super Market, Vijaya Nagar, Velachery, Tamil Nadu 600042",madrasfilings.com,076010 91776,471,4.9,No,No,No,Accounting firm, Opens 9:30am Sat,None Found
Smartease Taxes - GST Registration and GST Filing,"429, Mint St, Sowcarpet, George Town, Chennai, Tamil Nadu 600001",,091769 33591,2,5.0,No,No,No,Tax consultant, Opens 9am Sat,None Found
Office of the Assistant commissioner of GST and Central Excise,"35QH+57X, Mogappair, Chennai, Tamil Nadu 600037",,,1,5.0,No,No,No,Government office,,None Found
Central Excise Office Complex,"459, Anna Salai, Rathna Nagar, Teynampet, Chennai, Tamil Nadu 600018",,,4,4.5,No,No,No,Government office,,None Found
"CGST Vadapalani, Valasaravakkam, Porur Divisions; Chennai South Commissionerate, Chennai CGST Zone","GROUND FLOOR, LAND MARK, Newry Sonex Towers, 2054 - I METRO STATION, 12th Main Rd, II AVENUE, Anna Nagar West, Chennai, 600040",,,1,4.0,No,No,No,Government office,,None Found
deputy commissioner of cgst,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
Commercial Tax Office,"27F3+542, Greenways Rd, RA Puram, Thideer Nagar, Chennai, Tamil Nadu 600028",ctd.tn.gov.in,044 2435 7809,2,3.5,No,No,No,Government office, Opens 10am Mon,None Found
GST Office - West Chennai,"23WG+H39 Ayurveda College, Chennai, Nazarathpettai, Tamil Nadu 600123",,,1,5.0,No,No,No,Tax collector's office,,None Found
ZoneTax India,"No 33, 17, 1st Cross St, Kamaraj Colony, Kodambakkam, Chennai, Tamil Nadu 600024",zonetaxindia.com,099620 05820,90,5.0,No,No,No,Corporate office, Opens 10am Sat,None Found
Gst registration and filing/Courier service international,"1/188, Vanniyar St, Kolapakkam, Chennai, Tamil Nadu 600125",,,1,5.0,No,No,No,Mailing service,,None Found
DGGI Chennai Zonal Unit,"Income Tax Office Bsnl, 16, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",,,4,3.3,No,No,No,Government office,,None Found
Government of Tamil Nadu - Commercial Taxes,"No. 5, First Floor, High Court Colony Rd, Main Street, Thiru Nagar, Villivakkam, Chennai, Tamil Nadu 600049",ctd.tn.gov.in,044 2618 4466,16,3.3,No,No,No,State government office, Opens 10am Mon,None Found
FileMyIncome,"4/608, VOC Street, Kottivakkam, Rajiv Gandhi Salai, Perungudi, Chennai, Tamil Nadu 600096",,076655 56789,3,5.0,No,No,No,Accounting firm, Opens 9:30am Sat,None Found
Sales Tax Office,"2nd floor, M.S. Nagar, Mukta Gardens, Chetpet, Chennai, Tamil Nadu 600031",,,2,3.0,No,No,No,Local government office, Closes 5:45am Sat,None Found
Central excise office round tanna,"36P7+2WQ, Anna Nagar 3rd Main Rd, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,1,4.0,No,No,No,Government office, Opens 10am Mon,None Found
Office of deputy commissioner of gst and excise,"35QH+4RR, E Mogappair Rd, Thiruvalluvar Nagar, J J Nagar, Mogappair, Chennai, Tamil Nadu 600050",,,,,No,No,No,Central Government Office,,None Found
Taxkey Business solutions private limited,"Land mark, No.9/182, Patel Road, next to Professional Courier Next, left to Kaleeshwari Towers, United Colony, Ranganathapuram, Medavakkam, Chennai, Tamil Nadu 600100",taxkey.in,097902 88234,230,4.9,No,No,No,Auditor, Opens 10am Sat,None Found
Income Tax Office (BSNL Building),"Income Tax Office Bsnl, 62, Greams Rd, Thousand Lights East, Thousand Lights, Chennai, Tamil Nadu 600006",,044 2833 8309,51,4.1,No,No,No,Government office, Opens 11am Mon,None Found
LTU Audit,"1, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,45,4.5,No,No,No,Government office, Closes 5:45am Sat,None Found
"CGST Ambattur Division,Chennai North Commissionerate,CGST Chennai Zone","A-1, R-40, 100 Feet Road, Thillaiyadi Valliammai Nagar, Thirumangalam, Mogappair East, Mogappair, Mogappair, Chennai, Tamil Nadu 600050",,,1,5.0,No,No,No,Government office,,None Found
PAPJM BUILDING,"3783+GQM, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",,,2,4.5,No,No,No,Government office,,None Found
Quick Business Solution,"No.112A, manimegalai street, 2/92, Periyar Salai, Palavakkam, Chennai, Tamil Nadu 600041",qbsind.co.in,099447 75995,8,4.8,No,No,No,Tax consultant, Opens 10am Sat,None Found
RENU GST CONSULTANT,"VISAKA FLATS NEW, NO 02, Tharachand Nagar Main Rd, ANNEX, Virugambakkam, Chennai, Tamil Nadu 600092",,096771 25510,2,5.0,No,No,No,Consultant, Opens 10am Sat,None Found
Tax Guider,"Third Floor, New No599, Old No.230, Konnur High Rd, Ayanavaram, Chennai, Tamil Nadu 600023",taxguider.in,086950 08695,109,4.9,No,No,No,Tax preparation service, Opens 9:30am Sat,None Found
Indra Income Tax filing and GST consultants,"plot no, 131, EVR St, Santhosapuram, Vengavasal, Chennai, Tamil Nadu 600073",facebook.com,099620 90954,52,4.9,No,No,No,Consultant, Opens 8am Sat,None Found
"Gst support center,pallikkaranai","No 3 6th STREET WEST ANNA NAGAR, Narayanapuram, Pallikaranai, Chennai, Tamil Nadu 600100",,,,,No,No,No,Public works department,,None Found
GST SUVIDHA SEWA KENDRAN OFFICE,"NO 6, N Red Hills Rd, Barathy Nagar, Valluvar Nagar, Kolathur, Chennai, Tamil Nadu 600099",,,,,No,No,No,Tax collector's office,,None Found
GST Central Excise Divisions Ambattur Ponneri and Gummidipoondi,"A-1, R-40, 100 Feet Road, Thillaiyadi Valliammai Nagar, Thirumangalam, Mogappair, Chennai, Tamil Nadu 600050",,,14,4.5,No,No,No,Tax department, Opens 9:30am Mon,None Found
Gst Seva Kendra,"Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,28,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
"Central GST SEVA KENDRA, CHENNAI SOUTH COMMISSIONERATE","Mhu Complex, Behind Periyar Building, Nandanam, 692, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,044 2433 1177,32,4.6,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
Office of the Assistant commissioner of GST and Central Excise,"35QH+57X, Mogappair, Chennai, Tamil Nadu 600037",,,1,5.0,No,No,No,Government office,,None Found
"Integrated for Commercial Taxes, State Tax, (GST), Chennai (North) Division","32, Elephant Gate St, Periamet, Railway Colony, Chennai, Tamil Nadu 600003",ctd.tn.gov.in,,3,3.7,No,No,No,Government office, Opens 10am Mon,None Found
"Integrated Commercial Taxes building, Nandanam","537, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",ctd.tn.gov.in,,23,4.5,No,No,No,Government office, Opens 10am Mon,None Found
Office of Commissioner of GST and Central Excise Chennai Outer,"2054-1, 2nd Ave, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,1800 180 1961,21,4.7,No,No,No,Central Government Office,,None Found
GST office,"363X+6PW, Tirumurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600006",,,2,4.5,No,No,No,Government office,,None Found
"OFFICE OF THE JOINT COMMISSIONER,STATE TAX (GST), CHENNAI NORTH DIVISION.","32, Elephant Gate St, Periamet, Vepery, George Town, Chennai, Tamil Nadu 600003",,,10,4.6,No,No,No,Government office, Opens 10am Mon,None Found
GST Tax Academy,"714, Madras Thiruvallur High Rd, Periyar Nagar, Mannurpet, Padi, Chennai, Tamil Nadu 600050",gsttaxacademy.in,075500 85215,101,4.8,No,No,No,Education center, Opens 9:30am Sat,None Found
GST Bhawan Office of the Principal Chief Commissioner Of GST and Central Excise,"no.26, GST Bhawan, 1, Uthamar Gandhi Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600034",gstchennai.gov.in,044 2833 1010,41,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
Nandambakkam GST circle,"3667+GGF, 2nd St, Loganathan Nagar, Padmanabha Nagar, Choolaimedu, Chennai, Tamil Nadu 600094",,,4,4.5,No,No,No,Central Government Office,,None Found
GST Support Center - Chennai,"3, Godown Street, George Town, Chennai, Tamil Nadu 600001",,,,,No,No,No,Public works department, 10pm ,None Found
"CGST, Chennai South Commissionerate HeadQuarters, Chennai Zone","POOMPUGAR SHIPPING CORPORATION, Mhu Complex, 692, Anna Salai, CIT Nagar East, Nandanam, Chennai, Tamil Nadu 600035",,,2,5.0,No,No,No,Government office, Opens 9:15am Mon,None Found
Office of deputy commissioner of gst and excise,"35QH+4RR, E Mogappair Rd, Thiruvalluvar Nagar, J J Nagar, Mogappair, Chennai, Tamil Nadu 600050",,,,,No,No,No,Central Government Office,,None Found
Central Excise Office,"35HF+8JW, Mogappair West, Mogappair, Chennai, Tamil Nadu 600037",,044 2624 6200,4,5.0,No,No,No,Government office,,None Found
Commissionarte of Central Excise Audit-1,"35RX+WCR Nehru, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,1,4.0,No,No,No,Government office,,None Found
"CGST Ambattur Division,Chennai North Commissionerate,CGST Chennai Zone","A-1, R-40, 100 Feet Road, Thillaiyadi Valliammai Nagar, Thirumangalam, Mogappair East, Mogappair, Mogappair, Chennai, Tamil Nadu 600050",,,1,5.0,No,No,No,Government office,,None Found
Mahindra city,"35MF+FXP, VGP Nagar, Mogappair, Chennai, Tamil Nadu 600037",,,23,4.4,No,No,No,Community center,,None Found
"Thirui Vi Ka Nagar Division, GST Chennai North Commissionerate","Gst Seva Kendra, Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office, Opens 9:30am Mon,None Found
GST Chennai South Preventive,"692, Anna Salai, MHU Complex, Nandanam, Chennai, Tamil Nadu 600015",,,,,No,No,No,Government office, Opens 9am Sat,None Found
Commercial Tax and Registration Department,"26FJ+HW6, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,19,4.6,No,No,No,Government office, Opens 10am Mon,None Found
GST OFFICE IRUNGATTUKOTTAI DIVISION,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
Purasawalkam GST Division,"36M3+V3G, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040",,044 2614 2711,,,No,No,No,Central Government Office,,None Found
G.S.T. Road,"Kamakshi Colony, Chromepet, Chennai, Tamil Nadu 600047",,,7,4.6,No,No,No,Bus stop,,None Found
GST REGISTRATION CENTRE (GST SUVIDHA KENDRA),"New No.37, Puliyur 2nd Main Road, 3rd Cross St, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",,082206 27627,,,No,No,No,Accounting firm, Opens 10am Sat,None Found
Commercial Tax Office Annex,"CT - ANNEX BUILDING, 1, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",ctd.tn.gov.in,,42,4.0,No,No,No,Government office, Opens 10am Mon,None Found
GST office,"273, Periamet, Badri Garden, Park Town, Chennai, Tamil Nadu 600003",,,,,No,No,No,Government office,,None Found
Gst state office oragadam,"23WG+H5R, Nazarathpettai, Tamil Nadu 600123",,,1,4.0,No,No,No,City tax office,,None Found
"CGST Thiruvottiyur Division,Royapuram Division,Chennai North CGST Commissionerate, Chennai CGST Zone","459,Anna Salai,Anna Nagar, Teynampet, Chennai, Tamil Nadu 600018",,,1,4.0,No,No,No,Government office, Opens 9am Mon,None Found
GST registration,"Bai kadai, 1/168 Venkateswara nagar,kolapakkam, Porur, Chennai, Tamil Nadu 600122",qualitytaxservice.co.in,081224 20986,66,4.6,No,No,No,Registration office, Opens 10am Sat,None Found
GST Office - West Chennai,"23WG+H39 Ayurveda College, Chennai, Nazarathpettai, Tamil Nadu 600123",,,1,5.0,No,No,No,Tax collector's office,,None Found
"CGST CHENNAI North Commissionerate,Chennai CGST Zone","26, 1, Uthamar Gandhi Rd, Tirumurthy Nagar, Thousand Lights, Chennai, Tamil Nadu 600006",,,1,5.0,No,No,No,Government office,,None Found
"GST and Central Excise, Pallavaram Division","W5G6+29V, Kamarajapuram, Sembakkam, Chennai, Tamil Nadu 600073",,,8,4.4,No,No,No,Government office, Opens 9:15am Mon,None Found
Chennai North Commissionerate - Head Quarters,"110, Nungambakkam High Rd, Sadras, Thousand Lights, Chennai, Tamil Nadu 600006",,,1,5.0,No,No,No,Government office,,None Found
GST office bio-metric,"Commercial Tax and Registrar's Office, Ground Floor, Integrated Building, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office, Opens 10am Mon,None Found
LTU Audit,"1, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,45,4.5,No,No,No,Government office, Closes 5:45am Sat,None Found
Office of Superintendent of GST,"MXHH+7PM, Unnamed Road, Alagesan Nagar, Varadharaja Nagar, Chengalpattu, Ammanambakkam, Tamil Nadu 603001",,,2,3.0,No,No,No,Central Government Office, Opens 10:30am Sat,None Found
Gst Office,"40, Ranga Colony Main Rd, Ranga Colony, Sembakkam, Rajakilpakkam, Chennai, Tamil Nadu 600073",,044 2227 2004,6,4.3,No,No,No,Government office,,None Found
Sales Tax Office,"2nd floor, M.S. Nagar, Mukta Gardens, Chetpet, Chennai, Tamil Nadu 600031",,,2,3.0,No,No,No,Local government office, Closes 5:45am Sat,None Found
"Ananda Office Centre, Central Excise Department","459, Anna Salai, Anna Nagar, Teynampet, Chennai, Tamil Nadu 600015",,,8,4.5,No,No,No,Government office,,None Found
The Commissioner Of Service Tax,"6th Floor, MHU Complex, 692, Anna Salai, Nandanam, Chennai, Tamil Nadu 600035",commercialtax.assam.gov.in,,7,4.1,No,No,No,Tax department, Opens 9:15am Mon,None Found
SALES TAX GST CONSULTANCY,"ALFIYA CONSULTANCY 1st FLOOR,NO : 179/55, 600, Grand Northern Trunk Rd, Erukkancheri, Chennai, Tamil Nadu 600118",,098404 18770,3,5.0,No,No,No,Tax department, Opens 9am Sat,None Found
Government of Tamil Nadu - Commercial Taxes,"No. 5, First Floor, High Court Colony Rd, Main Street, Thiru Nagar, Villivakkam, Chennai, Tamil Nadu 600049",ctd.tn.gov.in,044 2618 4466,16,3.3,No,No,No,State government office, Opens 10am Mon,None Found
Government of Tamil Nadu - Commercial Taxes,"No. 5, First Floor, High Court Colony Rd, Main Street, Thiru Nagar, Villivakkam, Chennai, Tamil Nadu 600049",ctd.tn.gov.in,044 2618 4466,16,3.3,No,No,No,State government office, Opens 10am Mon,None Found
Central excise office round tanna,"36P7+2WQ, Anna Nagar 3rd Main Rd, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,1,4.0,No,No,No,Government office, Opens 10am Mon,None Found
Gst registration and filing/Courier service international,"1/188, Vanniyar St, Kolapakkam, Chennai, Tamil Nadu 600125",,,1,5.0,No,No,No,Mailing service,,None Found
Commercial Tax Office,"27F3+542, Greenways Rd, RA Puram, Thideer Nagar, Chennai, Tamil Nadu 600028",ctd.tn.gov.in,044 2435 7809,2,3.5,No,No,No,Government office, Opens 10am Mon,None Found
Vakilsearch Head Office,"A-5th Floor, Prince Info Park Tower 1, Ambattur Industrial Estate Rd, Sai Nagar, Ambattur, Chennai, Tamil Nadu 600058",vakilsearch.com,072003 65365,19784,4.5,No,No,No,Legal services, Opens 10am Sat,None Found
Vakilsearch Head Office,"A-5th Floor, Prince Info Park Tower 1, Ambattur Industrial Estate Rd, Sai Nagar, Ambattur, Chennai, Tamil Nadu 600058",vakilsearch.com,072003 65365,19784,4.5,No,No,No,Legal services, Opens 10am Sat,None Found
Kanakkupillai,"No.13/22, 1st & 2nd Floor, W Karikalan St, Adambakkam, Chennai, Tamil Nadu 600088",kanakkupillai.com,073053 45345,3066,4.8,No,No,No,Accounting firm, Opens 9am Sat,None Found
Government Commercial Tax Office,"No 10 A, Ramaswamy Salai, Thiruvalluvar Colony, Santhiniketan Colony, KK Nagar West, K. K. Nagar, Chennai, Tamil Nadu 600078",,,2,1.0,No,No,No,City tax office,,None Found
mylapore assesment circle (state gst),"26FJ+GV8 Integrated building for Offices of the Commercial taxes and Registration Department, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office,,None Found
Mahindra World City,"11/6, Express Estate, Royapettah, Chennai, Tamil Nadu 600002",,,40,4.5,No,No,No,Corporate office, Opens 9am Mon,None Found
"CGST Vadapalani, Valasaravakkam, Porur Divisions; Chennai South Commissionerate, Chennai CGST Zone","GROUND FLOOR, LAND MARK, Newry Sonex Towers, 2054 - I METRO STATION, 12th Main Rd, II AVENUE, Anna Nagar West, Chennai, 600040",,,1,4.0,No,No,No,Government office,,None Found
GST ponamalle office,"23WG+JMH, Kanchipuram - Chennai Rd, Varadarajapuram, Nazarathpettai, Tamil Nadu 600123",,,4,5.0,No,No,No,Government office,,None Found
Gst Nilayam,"692, MHU Complex, Behind Periyar Building, Nandanam, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office, Opens 9am Mon,None Found
Commerical Taxes Department Padi,"10A, National Highway 205, Gopal Nagar, Padi, Chennai, Tamil Nadu 600050",,,,,No,No,No,Government office,,None Found
Sales Tax Office,"233/114, Mannadi, George Town, Chennai, Tamil Nadu 600001",,,1,3.0,No,No,No,Tax collector's office,,None Found
Central Excise Office Complex,"459, Anna Salai, Rathna Nagar, Teynampet, Chennai, Tamil Nadu 600018",,,4,4.5,No,No,No,Government office,,None Found
deputy commissioner of cgst,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
