name,address,website,phone_number,reviews_count,reviews_average,store_shopping,in_store_pickup,store_delivery,place_type,opens_at,introduction
Radhakrishnan Saikumar & Associates,"18, Prithivipakkam Rd, Prithvi Pakkam, Ambattur, Chennai, Tamil Nadu 600053",,,5,5.0,No,No,No,Auditor, Opens 9:30am Sat,None Found
HelloAuditor.com,"First Floor, 2nd Cross, 17B, Main Rd, Sidco Industrial Estate, Ambattur, Chennai, Tamil Nadu 600098",helloauditor.com,099623 93939,515,4.9,No,No,No,Business management consultant, 7pm ,None Found
PM & Associates LLP,"1st Main Rd, Nethaji Nagar, Vaishnavi Nagar, Thirumullaivoyal, Chennai, Tamil Nadu 600062",pmandassociates.org,,15,4.6,No,No,No,Auditor,,None Found
R P Associates,"Flat no.TG2, Triveni Homes, Plot no.72, 3rd Ave, behind Ganga Sweets, Palaniappa Nagar, Pudur, Ambattur, Chennai, Tamil Nadu 600053",,090032 95985,11,4.9,No,No,No,Auditor, Opens 9:30am Sat,None Found
"KARTHIKA SAIPRIYA & ASSOCIATES, Chartered Accountants","190/6, North Temple street, East Balaji Nagar, Kallikuppam, Ambattur, Chennai, Tamil Nadu 600053",,082481 56359,55,5.0,No,No,No,Chartered accountant, Opens 9:30am Sat,None Found
PARAMOUNT ASSOCIATES,"1ST FLOOR, AISWARYA LAKSHMI VILLA, NO.27, Bajanai Koil St, Menambedu, Ambattur, Chennai, Tamil Nadu 600053",,,,,No,No,No,Tax consultant, 7pm ,None Found
Jayasree Palani Chartered Accountant in Chennai,"4, 2nd Cross St, Yamuna Nagar, Thendral Nagar West, Thirumullaivoyal, Chennai, Tamil Nadu 600062",auditjpsr.com,,,,No,No,No,Auditor, Opens 9am Sat,None Found
A. Vadivel & Co,"H-10, Sri Venkateswara Complex, Mathur, Post, Oragadam, Sriperumbudur, Tamil Nadu 602105",vadivelandco.com,044 2959 3976,19,5.0,No,No,No,Auditor, Opens 9am Sat,None Found
Pragya Associates,,,,1,5.0,No,No,No,Auditor,,None Found
KARP Associates,"No. 5875 Ambattur Phase I and II, Tonakela Camp Rd, Ayappakkam, Chennai, Tamil Nadu 600077",facebook.com,,68,5.0,No,No,No,Chartered accountant, Opens 9am Sat,None Found
CA S Thamilvani,"6, 12, 1st Cross St, Sivananda Nagar, Ambattur, Chennai, Tamil Nadu 600053",,,2,5.0,No,No,No,Corporate office, Closes 8pm,None Found
Sri Lakshmi Audit Associates,"46, Balaji Nagar Main Rd, Sri Velmurugan Nagar, Kolathur, Chennai, Tamil Nadu 600099",srilakshmiaudit.com,090944 00000,278,4.9,No,No,No,Auditor, Closes 9pm,None Found
MUTHU & ASSOCIATES,"71A, RENU ILLAM, Saravana Nagar 16th Street, Manikandapuram, Thirumullaivoyal, Ambattur, Chennai, Tamil Nadu 600062",,098415 25567,3,5.0,No,No,No,Auditor, 7pm,None Found
VIJAY ACCOUNTING AND TAX SERVICES,"20/62, 15th Right Street2/20, Main Road, Saravana Nagar, Manikanda Puram, Thirumullaivoyal, Chennai, Tamil Nadu 600062",,080158 78999,31,5.0,No,No,No,Chartered accountant, Closes 9pm,None Found
Umavalli & Associates,"36/16, 36, Vageeswari Amman Street, Prakash Nagar, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053",,070107 96723,7,4.9,No,No,No,Auditor, Opens 9:30am Sat,None Found
First Auditor,"134, 3rd Cross St, TNHB Colony, Korattur, Chennai, Tamil Nadu 600050",firstauditor.com,081443 80380,30,4.8,No,No,No,Consultant, Closes 8:30pm,None Found
Excellent Corporate Services Private Limited,"2nd Floor, KSR, E.R. Chitra Complex, Plot No. 2b/3, Main Rd, near Sam Mahal, Ksr Nagar, Ambattur, Chennai, Tamil Nadu 600053",excellentcorporateservices.com,090030 51110,42,4.9,No,No,No,Legal services, Opens 10am Sat,None Found
ALAMELU AND ASSOCIATES,"C46/3, 2nd Main Rd, Thiruvengada Nagar, Ambattur, Chennai, Tamil Nadu 600053",,099400 53059,8,5.0,No,No,No,Chartered accountant, Opens 9:30am Sat,None Found
Taxla Services Private Limited,"19, 3rd Cross St, Kumaran Colony, SBI Colony, Saligramam, Chennai, Tamil Nadu 600093",taxlaservices.com,096000 76134,1051,5.0,No,No,No,Auditor, 7pm ,None Found
M C & ASSOCIATES,"FIRST FLOOR, 71A, RENU ILLAM, 16th St, Saravana Nagar, Bharathi Nagar Extn, Bharathi Nagar Extension, Thirumullaivoyal, Chennai, Tamil Nadu 600062",mcandassociates.in,098415 25567,,,No,No,No,Auditor, Closes 8pm,None Found
Lingesh Auditor,"Ramaswamy St, Ganapathy Nagar, Oragadam, Chennai, Tamil Nadu 600053",,,,,No,No,No,,,None Found
LAKSHMI & ASSOCIATES,"27, Bajanai Koil St, Devanampattu, Menambedu, Ambattur, Chennai, Tamil Nadu 600053",,,1,5.0,No,No,No,,,None Found
AUDITOR HOUSE,"113, Venkateswara Nagar, Ambattur, Chennai, Tamil Nadu 600062",,,,,No,No,No,,,None Found
VINARC CORPORATE SERVICES,"51/9, Oragadam Rd, Venkatapuram, Ambattur, Chennai, Tamil Nadu 600053",,,,,No,No,No,Auditor,,None Found
AKS ASSOCIATES,"22, Pandian Empire, 1st floor, Pammal Main Rd, Muthamizh Nagar, Pammal, Chennai, Tamil Nadu 600075",akstax.com,095519 55000,297,4.9,No,No,No,Auditor, 7pm ,None Found
Namma Auditor,"7a, Chakravarthy street, end, of, Babuji St, adjacent to राईट स्टेप प्रीस्कूल, East Tambaram, Chennai, Tamil Nadu 600059",nammaauditor.com,095145 36363,367,4.9,No,No,No,Auditor, 7pm ,None Found
A.P.J. ABDUL KALAM ACCOUNTING AND TAXATION SERVICES,"No.39,Bajanai Kovil Street, Mangadu Rd, Melma Nagar, Mangadu, Chennai, Tamil Nadu 600122",,097896 93522,171,5.0,No,No,No,Auditor,Open 24 hours,None Found
VR TAX and GST solutions,"No 2-17, Krishna Nagar, Aranganathan Nagar, Pammal, Chennai, Tamil Nadu 600075",,099404 01457,11,5.0,No,No,No,Chartered accountant, Closes 8pm,None Found
Audit Pulse,"05, 13, Thanikachalam St, Subramania Garden, Siruvallur, Perambur, Chennai, Tamil Nadu 600011",,090259 73127,23,5.0,No,No,No,Tax preparation service, Opens 9am Sat,None Found
J GURUMURTHI & ASSOCIATES,"Floor (No. 4), No, JKS PLAZA,First, 130, Pammal Main Rd, opp. Sree Gupta Bhavan - SgB, Gokulam Colony, Sambanthanar Nagar, Pammal, Chennai, Tamil Nadu 600075",,,,,No,No,No,Auditor, 7:30pm ,None Found
Galax Tax Consultant & Auditor Office – Chromepet Chennai,"Paradiso Flats, F5, 1st Cross St, behind Vettri Theatres, near Kuruthu Medicals, Shastri Colony, Chromepet, Chennai, Tamil Nadu 600044",galaxtax.com,099410 22777,26,5.0,No,No,No,Chartered accountant, 7pm ,None Found
NVJ AND ASSOCIATES,"756, 15th Central Cross St, MKB Nagar, Mahakavi Bharathiyar Nagar East, Mahakavi Bharathi Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039",,,39,4.9,No,No,No,Certified public accountant, Opens 10am Sat,None Found
Ganesh & Associates,"S.No.50, Mohalingam Nagar, Kundrathur, Chennai, Tamil Nadu 600069",,090807 35691,9,5.0,No,No,No,Auditor,Open 24 hours,None Found
Taxkey Business Solutions Private Limited,"5/110, Rajendra Prasad St, C.Pallavaram, Pallavaram, Chennai, Tamil Nadu 600043",taxkey.in,094442 62006,17,4.9,No,No,No,Auditor, Opens 9:30am Mon,None Found
Arkay Associates - Income Tax Auditor - Advocate,"Teacher, No. 20, Krishnasamy St, opp. to Domino’s, Muthamizh Nagar, Pammal, Chennai, Tamil Nadu 600075",,,1,5.0,No,No,No,Auditor, Opens 10am Sat,None Found
"Hema Yashwanth & Associates, Chartered Accountants","Mezzanine Floor, Waikiki Complex, 289, Purasaivakkam High Rd, B Block, Perumalpet, Purasaiwakkam, Chennai, Tamil Nadu 600007",hyjain.com,096771 91319,19,5.0,No,No,No,Accountant, 7pm ,None Found
SriVari Accounts,"NEW NO 12 OLD, 22/2, Nattal Garden 2nd St, Perambur, Chennai, Tamil Nadu 600011",,098403 18404,108,4.9,No,No,No,Tax preparation service,,None Found
Taxla Services Private Limited,"19, 3rd Cross St, Kumaran Colony, SBI Colony, Saligramam, Chennai, Tamil Nadu 600093",taxlaservices.com,096000 76134,1051,5.0,No,No,No,Auditor, 7pm ,None Found
EXACTAX AUDIT SOLUTIONS,"104/Old No 11, New, Thirupalli St, Sowcarpet, George Town, Chennai, Tamil Nadu 600001",exactax.co.in,073389 15815,23,4.5,No,No,No,Accounting firm, 7pm ,None Found
M Suresh & Associates - Chartered Accountant,"1st Floor, 2, Dharga Rd, Sunnambu Colony, Pallavaram, Chennai, Tamil Nadu 600043",,073581 67540,2,5.0,No,No,No,Auditor, Closes 8pm,None Found
Ajay kumar & Associates - Audit and Assurance Services India,"No:09, Yaafa Complex, 4th Floor, Purasaivakkam High Rd, Purasaiwakkam, Chennai, Tamil Nadu 600007",ak-ca.com,091760 89000,21,3.6,No,No,No,Certified public accountant, 7pm ,None Found
"Sanjay Parhi & Co, Chartered Accountants","3rd Floor, APPARAO ENCLAVE, 31/1, Angalamman Kovil St, Jai Nagar, Pattalam, Choolai, Chennai, Tamil Nadu 600012",,,1,5.0,No,No,No,Auditor, 7pm ,None Found
STATCOM ACCOUNTING SERVICES PRIVATE LIMITED,"Door No. Z 2, 3rd Floor, Zion Complex, Pammal Main Rd, Muthamizh Nagar, Pallavaram, Chennai, Tamil Nadu 600075",statcom.biz,044 4383 8321,53,4.8,No,No,No,Accounting firm, Opens 10am Sat,None Found
"PSB & CO, Chartered Accountants","No7A, Anantharamakrishnan St, VOC Nagar, Pammal, Chennai, Tamil Nadu 600075",,,2,4.0,No,No,No,Accountant, Closes 6am Sat,None Found
DOLPHIN CONSULTANCY SERVICES,"7, 4th Cross St, Eswaran Nagar, Nagalkeni, Pammal, Chennai, Tamil Nadu 600075",,,,,No,No,No,Auditor, Opens 9:30am Sat,None Found
"D Jayakumar & Associates,Chartered Accountants.","1st floor, St.patrik's complex, No:32, Grand Southern Trunk Rd, Periyar Nagar, Pallavaram, Chennai, Tamil Nadu 600043",,,1,5.0,No,No,No,Auditor,,None Found
Viom Tax Associates,"Floor No.18, Tidel Park, Chennai - Tiruvallur High Rd, Pattabiram, Tamil Nadu 600072",viomtax.com,080727 11694,79,5.0,No,No,No,Auditor, 7pm ,None Found
YUVARAJ ACCOUNTING AND TAXATION SERVICES,"No. 68, 1st Floor, Avadi - Poonamallee High Road, Rajbai Nagar (Near Govardhanagiri), Avadi, Chennai, Tamil Nadu 600071",,097898 01048,322,5.0,No,No,No,Chartered accountant, Closes 8pm,None Found
Everwin Tax Consultancy,"26, Anna 1st cross street, Babu nagar, Pattabiram, Chennai, Tamil Nadu 600072",,090949 08635,77,5.0,No,No,No,Tax consultant, Opens 10am Sat,None Found
Anandhi Associates,"160/2, First floor, New Military Rd, Thirumalai Rajapuram, Avadi, Tamil Nadu 600054",,084287 37490,18,5.0,No,No,No,Tax consultant, Closes 9pm,None Found
Taxxinn,"No:2, sree nagar, Sri nilayam, IAF Rd, Mittanemili, Avadi, Morai, Tamil Nadu 600055",taxxinn.com,091507 39020,349,4.9,No,No,No,Legal services, Closes 9pm,None Found
SUDHARSAN K G,"Door No, 2, 9th Main Rd, Thiruninravur, Gomathipuram, Chennai, Tamil Nadu 602024",,,1,5.0,No,No,No,Chartered accountant,,None Found
RG Audit Associates,"No.9 1st Floor, 12, Redhills Main Rd, Ram Nagar, Ambattur, Chennai, Tamil Nadu 600053",rgaudit.com,094441 57822,29,4.8,No,No,No,Auditor, Opens 9:30am Sat,None Found
"EDWIN & ASSOCIATES, CHARTERED ACCOUNTANTS","2nd floor, No, 67/B, N Park St, Secretariat Colony, Venkatapuram, Ambattur, Chennai, Tamil Nadu 600053",,099529 72013,99,4.9,No,No,No,Chartered accountant, Closes 9:30pm,None Found
RJR Associates,"439Q+HX9, Gandhi Nagar, Avadi, Tamil Nadu 600071",,096772 55660,1,5.0,No,No,No,Tax consultant, Opens 10am Sat,None Found
P Pattabiramen & Company,"2910B, 14th Main Rd, Shanthi Colony, A M Block, New Colony, Anna Nagar, Chennai, Tamil Nadu 600040",paracatant.com,044 7968 7520,19,5.0,No,No,No,Accountant, Opens 9:30am Sat,None Found
MUTHU & ASSOCIATES,"71A, RENU ILLAM, Saravana Nagar 16th Street, Manikandapuram, Thirumullaivoyal, Ambattur, Chennai, Tamil Nadu 600062",,098415 25567,3,5.0,No,No,No,Auditor, 7pm,None Found
consult-india,"SIDCO Women’s Industrial Park, T 71, Katoor, Thirumullaivoyal, Chennai, Tamil Nadu 600062",consult-india.com,077088 58444,56,5.0,No,No,No,Business management consultant, Opens 9:30am Sat,None Found
D C E & ASSOCIATES,"P334, MODERN CITY I STREET PATTABHIRAM, Chennai, Tamil Nadu 600072",,080561 59952,,,No,No,No,Certified public accountant, Opens 9:30am Sat,None Found
EFG TAX SERVICES PRIVATE LIMITED,"1/1, Ist Floor, EB SUBSTATION, F Type, 1st Main Rd, opposite SIDCO NAGAR, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049",efgc.in,098405 93459,46,4.9,No,No,No,Auditor, Closes 8pm,None Found
CHENNAI AUDIT,"No : 2/39, Furniture point 2nd floor, Near Dr.Ambedkar Statue, Poonamalle, Trunk Rd, Kattupakkam, Chennai, Tamil Nadu 600056",chennaiaudit.com,094447 37497,18,4.8,No,No,No,Financial audit, Opens 9am Sat,None Found
HelloAuditor.com,"First Floor, 2nd Cross, 17B, Main Rd, Sidco Industrial Estate, Ambattur, Chennai, Tamil Nadu 600098",helloauditor.com,099623 93939,515,4.9,No,No,No,Business management consultant, 7pm ,None Found
Balaji perumal & co,,,,,,No,No,No,Auditor,,None Found
H ROOPAVANI & ASSOCIATES,"#2, Sindhu Nagar, Avadi, Tamil Nadu 600054",,091501 24264,29,4.9,No,No,No,,,None Found
Yasodha & Co,"43FJ+XV8, Rajiv Gandhi Nagar Main Rd, Balaji Nagar, Pattabiram, Tamil Nadu 600072",,,,,No,No,No,,,None Found
BS Tax Consultancy,"No, 2368, Nehru Nagar, TNHB Mig V Block, Avadi, Tamil Nadu 600054",,,1,5.0,No,No,No,Auditor,,None Found
"EDWIN & ASSOCIATES, CHARTERED ACCOUNTANTS","2nd floor, No, 67/B, N Park St, Secretariat Colony, Venkatapuram, Ambattur, Chennai, Tamil Nadu 600053",,099529 72013,99,4.9,No,No,No,Chartered accountant, Closes 9:30pm,None Found
RG Audit Associates,"No.9 1st Floor, 12, Redhills Main Rd, Ram Nagar, Ambattur, Chennai, Tamil Nadu 600053",rgaudit.com,094441 57822,29,4.8,No,No,No,Auditor, Opens 9:30am Sat,None Found
CS ASSOCIATES,"NO.3/8, KUMARAN HOMES, Sathyamurthy St, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053",,088384 08586,34,5.0,No,No,No,Auditor, Closes 9:30pm,None Found
"KARTHIKA SAIPRIYA & ASSOCIATES, Chartered Accountants","190/6, North Temple street, East Balaji Nagar, Kallikuppam, Ambattur, Chennai, Tamil Nadu 600053",,082481 56359,55,5.0,No,No,No,Chartered accountant, Opens 9:30am Sat,None Found
Jaed Audit Advisory Private limited,"81, Mounasamy Madam St, Venkatapuram, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053",,090431 11850,3,5.0,No,No,No,Auditor,,None Found
Radhakrishnan Saikumar & Associates,"18, Prithivipakkam Rd, Prithvi Pakkam, Ambattur, Chennai, Tamil Nadu 600053",,,5,5.0,No,No,No,Auditor, Opens 9:30am Sat,None Found
G A R & Associates,"8A, 1ST MAIN ROAD, Station Rd, Pasumpon Nagar, Ambattur, Chennai, Tamil Nadu 600053",,,9,5.0,No,No,No,Auditor, 7pm ,None Found
It's TIME FOR TAX,"17, Shobha Nagar, Cholapuram, Ambattur, Chennai, Tamil Nadu 600053",,088254 10562,22,5.0,No,No,No,Auditor, 7pm ,None Found
HelloAuditor.com,"First Floor, 2nd Cross, 17B, Main Rd, Sidco Industrial Estate, Ambattur, Chennai, Tamil Nadu 600098",helloauditor.com,099623 93939,515,4.9,No,No,No,Business management consultant, 7pm ,None Found
Excellent Corporate Services Private Limited,"2nd Floor, KSR, E.R. Chitra Complex, Plot No. 2b/3, Main Rd, near Sam Mahal, Ksr Nagar, Ambattur, Chennai, Tamil Nadu 600053",excellentcorporateservices.com,090030 51110,42,4.9,No,No,No,Legal services, Opens 10am Sat,None Found
"R.Lokesh FCA, LCS, CIMA-UK","55/7, 55/7, Anna St, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053",rlokeshca.com,094448 24499,6,4.8,No,No,No,Auditor, Opens 9:30am Sat,None Found
Vakilsearch Head Office,"A-5th Floor, Prince Info Park Tower 1, Ambattur Industrial Estate Rd, Sai Nagar, Ambattur, Chennai, Tamil Nadu 600058",vakilsearch.com,072003 65365,19784,4.5,No,No,No,Legal services, 7pm ,None Found
SRIRAM TAX ASSOCIATES (Tax consultant),"Indira Nagar, 2nd Street, 2nd Cross St, Cholapuram, Ambattur, Chennai, Tamil Nadu 600053",,095001 90705,21,5.0,No,No,No,Auditor, Opens 9am Sat,None Found
CA S Thamilvani,"6, 12, 1st Cross St, Sivananda Nagar, Ambattur, Chennai, Tamil Nadu 600053",,,2,5.0,No,No,No,Corporate office, Closes 8pm,None Found
DINESH TAX CONSULTANCY,"No :17/1, Main Rd, near MM Mini Hall, Gnanamoorthy Nagar Extension, Gnanamurthi Nagar, Ambattur, Chennai, Tamil Nadu 600053",,063825 57404,21,4.8,No,No,No,Consultant, Closes 9pm,None Found
R P Associates,"Flat no.TG2, Triveni Homes, Plot no.72, 3rd Ave, behind Ganga Sweets, Palaniappa Nagar, Pudur, Ambattur, Chennai, Tamil Nadu 600053",,090032 95985,11,4.9,No,No,No,Auditor, Opens 9:30am Sat,None Found
Thamilvani & Associates Audit Firm,"6/12, 1st Cross St, Sivananda Nagar, Ambattur, Chennai, Tamil Nadu 600053",,,3,5.0,No,No,No,Certified public accountant, 7pm ,None Found
GALAX TAX CONSULTANCY,"NO.4/540, 1ST CROSS STREET, ALAKANDESWARAR NAGAR, Mettukuppam, Chennai, Tamil Nadu 600097",,,1,5.0,No,No,No,Auditor, Closes 8pm,None Found
First Auditor,"134, 3rd Cross St, TNHB Colony, Korattur, Chennai, Tamil Nadu 600050",firstauditor.com,081443 80380,30,4.8,No,No,No,Consultant, Closes 8:30pm,None Found
Kaali & Co Tax Consultant,"4586+PRP, Gnanamoorthy Nagar Main Rd, Gnanamurthi Nagar, Ambattur, Chennai, Tamil Nadu 600053",,,3,5.0,No,No,No,Accountant, Closes 5:30am Sat,None Found
ALAMELU AND ASSOCIATES,"C46/3, 2nd Main Rd, Thiruvengada Nagar, Ambattur, Chennai, Tamil Nadu 600053",,099400 53059,8,5.0,No,No,No,Chartered accountant, Opens 9:30am Sat,None Found
"Durairaj & Associates, Chartered Accountants","""Kandiar Chambers"" No.1169, 57th Street, TVS Colony,, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,13,4.8,No,No,No,Auditor, 7pm ,None Found
Auditor shanmugam,"plot no.8B, new city, Ayanambakkam, Natesan Nagar, Ambattur Industrial Estate, Chennai, Tamil Nadu 600095",,082483 10001,,,No,No,No,Auditor,,None Found
T SAVITHA & CO Chartered Accountants,,,079045 55252,1,5.0,No,No,No,Certified public accountant, 7pm ,None Found
Umavalli & Associates,"36/16, 36, Vageeswari Amman Street, Prakash Nagar, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053",,070107 96723,7,4.9,No,No,No,Chartered accountant, Opens 9:30am Sat,None Found
MK Audit Services,"721, Madras Thiruvallur High Rd, Periyar Nagar, Mannurpet, Chennai, Tamil Nadu 600050",,075500 65215,4,4.5,No,No,No,Accountant, Opens 9:30am Sat,None Found
GS Associates,"2/9, Kamaraj Rd, GOPAL NAICKER NAGAR, Padi, Chennai, Tamil Nadu 600050",gsaaaociates.net.in,094441 05966,13,5.0,No,No,No,Auditor, Closes 8:30pm,None Found
BP Associates,"173, VGP Nagar, Mogappair, Chennai, Tamil Nadu 600037",,,5,5.0,No,No,No,Auditor, 7pm ,None Found
Sri Lakshmi Audit Associates,"46, Balaji Nagar Main Rd, Sri Velmurugan Nagar, Kolathur, Chennai, Tamil Nadu 600099",srilakshmiaudit.com,090944 00000,278,4.9,No,No,No,Auditor, Closes 9pm,None Found
Sri Lakshmi Audit Associates,"46, Balaji Nagar Main Rd, Sri Velmurugan Nagar, Kolathur, Chennai, Tamil Nadu 600099",srilakshmiaudit.com,090944 00000,278,4.9,No,No,No,Auditor, Closes 9pm,None Found
Srivari Associates,"9, Vijayalakshmipuram Main Rd, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053",,075502 48310,,,No,No,No,Consultant, Closes 9pm,None Found
Pragya Associates,,,,1,5.0,No,No,No,Auditor,,None Found
"Vedha & Co., Cost Accountants","No 2/1A, Daniel Street, Gubera, Ganapathy St, Banu Nagar West, Pudur, Chennai, Tamil Nadu 600053",,,2,5.0,No,No,No,Auditor, Opens 9:30am Sat,None Found
B2C Filings,"103A, 7th Main Rd, Nolambur, Ambattur Industrial Estate, Chennai, Tamil Nadu 600037",b2cfilings.com,096000 34839,3,5.0,No,No,No,Auditor, Closes 8pm,None Found
Sethuraman Prabu & Associates,"36/62, 4th Ave, Olympic Nagar, Akshaya Colony, Padi, Chennai, Tamil Nadu 600050",spacharteredaccountants.com,098849 62811,43,5.0,No,No,No,Certified public accountant, Closes 8pm,None Found
Sharmila Mahesh Babu & Associates - Practising Company Secretary | Company Registration - ROC Filings - MCA Compliance,"No-110, SIDCO AIEMA Tower Green View Colony First Main Road Ambattur Industrial Estate, Ambattur, Chennai, Tamil Nadu 600058",cssharmila.com,099525 69722,9,5.0,No,No,No,Legal services, Opens 9am Sat,None Found
PARAMOUNT ASSOCIATES,"1ST FLOOR, AISWARYA LAKSHMI VILLA, NO.27, Bajanai Koil St, Menambedu, Ambattur, Chennai, Tamil Nadu 600053",,,,,No,No,No,Tax consultant, 7pm ,None Found
LLL Tax & Services,"No.28/9B, Ramadoss Street, KrishnaPuram, Ambattur, Chennai, Tamil Nadu 600053",,098840 70882,3,3.7,No,No,No,Chartered accountant, Opens 9:30am Sat,None Found
LLL Tax & Services,"No.28/9B, Ramadoss Street, KrishnaPuram, Ambattur, Chennai, Tamil Nadu 600053",,098840 70882,3,3.7,No,No,No,Chartered accountant, Opens 9:30am Sat,None Found
MS AUDIT TAX,"882, Madras Thiruvallur High Rd, opp. MAHESHWARI MAHAL, Aspects Block, Padi, Chennai, Tamil Nadu 600050",msaudittax.com,091508 05805,,,No,No,No,Auditor, 7pm ,None Found
MUTHU & ASSOCIATES,"71A, RENU ILLAM, Saravana Nagar 16th Street, Manikandapuram, Thirumullaivoyal, Ambattur, Chennai, Tamil Nadu 600062",,098415 25567,3,5.0,No,No,No,Auditor, 7pm,None Found
Wisdom Services,"9, 10, VV Giri St, Near Raaki Theatre, Ram Nagar, Ambattur, Chennai, Tamil Nadu 600053",wisdomservices.co.in,099441 45211,1,5.0,No,No,No,Accounting firm, Opens 9am Sat,None Found
"B A L U & C O . , Audit Firm","Old No 68, New, 27, 2nd St, TNHB Colony, Korattur, Chennai, Tamil Nadu 600050",,044 2687 1015,,,No,No,No,Auditor, Opens 9:30am Sat,None Found
"B A L U & C O . , Audit Firm","Old No 68, New, 27, 2nd St, TNHB Colony, Korattur, Chennai, Tamil Nadu 600050",,044 2687 1015,,,No,No,No,Auditor, Opens 9:30am Sat,None Found
"SRIRAMA AND ASSOCIATES, Chartered Accountants","Flat B, Ground Floor, RC Pradeep Flats, B-36, 1st Main Rd, Thiruvengada Nagar, OT, Ambattur, Chennai, Tamil Nadu 600053",sriramaandassociates.com,044 4314 1423,5,4.2,No,No,No,Chartered accountant, 7pm ,None Found
Padi ASK associates,"817, Madras Thiruvallur High Rd, Padi, Chennai, Tamil Nadu 600050",,086086 56656,5,4.6,No,No,No,Accounting firm, Opens 9:30am Sat,None Found
Padi ASK associates,"817, Madras Thiruvallur High Rd, Padi, Chennai, Tamil Nadu 600050",,086086 56656,5,4.6,No,No,No,Accounting firm, Opens 9:30am Sat,None Found
Baburam Associates,"55/7, Anna Salai Main Rd, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053",,094441 23739,,,No,No,No,Accountant, Opens 10am Sat,None Found
Raghavi and Associates,"3, 3rd Block Road, Mogappair West, Mogappair, Chennai, Tamil Nadu 600037",,087544 47373,61,5.0,No,No,No,Chartered accountant, Opens 9am Sat,None Found
Raghavi and Associates,"3, 3rd Block Road, Mogappair West, Mogappair, Chennai, Tamil Nadu 600037",,087544 47373,61,5.0,No,No,No,Chartered accountant, Opens 9am Sat,None Found
MVS CONSULTANTS,"27A, Yamuna St, Gangai Nagar, Kallikuppam, Korattur, Chennai, Tamil Nadu 600053",,073580 05403,1,5.0,No,No,No,Consultant, Opens 9am Sat,None Found
EFG TAX SERVICES PRIVATE LIMITED,"1/1, Ist Floor, EB SUBSTATION, F Type, 1st Main Rd, opposite SIDCO NAGAR, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049",efgc.in,098405 93459,46,4.9,No,No,No,Auditor, Closes 8pm,None Found
HAYAGRIV TAX CONSULTANT,"No:428, 7th St, Sivaprakasam Nagar, Surapet, Chennai, Tamil Nadu 600066",,072000 19881,14,4.5,No,No,No,Tax preparation service, Opens 10am Sat,None Found
KYM consultant pvt ltd,"3, Jayalalitha street, dobi colony, Ambattur, Chennai, Tamil Nadu 600053",,,2,4.5,No,No,No,Financial audit, 7pm ,None Found
P. HARIBABU ASSOCIATES,"MIG 59, I Cross Street, Nolambur, Phase I, Mogappair West, Chennai, Tamil Nadu 600037",pharibabuassociates.com,044 2653 0991,4,4.5,No,No,No,Certified public accountant, Opens 10am Sat,None Found
BHAGYALAKSHMI & ASSOCIATES,"134, Paneer Nagar Main Rd, VGP Nagar, Mogappair, Chennai, Tamil Nadu 600037",,044 2635 8861,2,5.0,No,No,No,Tax department, Closes 10pm,None Found
Weldon Associates,"No.1359,4th Block,16th Street, Mogappair West, Chennai, Tamil Nadu 600037",,098415 33008,2,4.5,No,No,No,Tax preparation service, 7pm ,None Found
ISS CHENNAI,"1st block,2nd, 1/217, Street, Street, Mogappair West, Ambattur Industrial Estate, Chennai, Tamil Nadu 600037",isschennai.com,098400 75284,,,No,No,No,Auditor, Opens 10am Sat,None Found
Institute of Company Accountants,"1st floor, NO.714, Madras Thiruvallur High Rd, Periyar Nagar, Mannurpet, Padi, Chennai, Tamil Nadu 600050",ica.org.in,075500 85215,23,4.9,No,No,No,Education center, 7pm ,None Found
BPS ASSOCIATES,"no. 79, 13, Mugappair Rd, Mannurpet, Padi, Chennai, Tamil Nadu 600058",,,5,5.0,No,No,No,Accounting firm, Opens 9am Sat,None Found
VPM Associates,"14B, 3rd Main Rd, near Ebenezer Church, East Balaji Nagar, Kallikuppam, Ambattur, Chennai, Tamil Nadu 600053",,099621 31177,,,No,No,No,Accounting firm, Opens 10am Sat,None Found
India Firm Filings,"No.79, 1, Natesa Mudali St, Venkatapuram, Ambattur, Chennai, Tamil Nadu 600053",indiafirmfilings.com,099404 13067,6,4.8,No,No,No,Legal services,,None Found
India Firm Filings,"No.79, 1, Natesa Mudali St, Venkatapuram, Ambattur, Chennai, Tamil Nadu 600053",indiafirmfilings.com,099404 13067,6,4.8,No,No,No,Legal services,,None Found
GST Suvidha Kendra,"106, Tiny Sector, Industrial Estate, Ambattur, Chennai, Tamil Nadu 600058",,086106 78886,,,No,No,No,Accounting firm, Opens 10am Sat,None Found
